ID,Fruta,Cantidad,Precio,Fecha
2081,Pera,24,9.86,2025-11-07
2082,Melón,49,1.49,2026-04-21
2083,Naranja,33,3.32,2024-12-23
2084,Mango,45,11.33,2025-07-02
2085,Naranja,6,1.77,2024-10-21
2086,Uva,31,3.63,2026-03-24
2087,Uva,41,4.9,2025-07-07
2088,Pera,84,12.16,2024-07-08
2089,Mango,98,7.93,2025-07-21
2090,Pera,4,8.01,2024-06-28
2091,Manzana,47,13.32,2024-09-17
2092,Piña,84,5.05,2025-07-20
2093,Uvilla,7,1.71,2025-11-08
2094,Naranja,63,14.71,2025-08-17
2095,Uvilla,77,5.92,2024-08-31
2096,Uva,49,14.16,2025-03-16
2097,Uva,73,6.43,2026-01-18
2098,Pera,51,8.82,2025-02-09
2099,Pera,33,2.44,2025-09-03
2100,Manzana,3,7.06,2025-11-17
2101,Pera,77,12.29,2024-09-27
2102,Melón,25,4.97,2024-10-25
2103,Piña,32,9.34,2024-06-24
2104,Uva,65,1.37,2025-02-07
2105,Uva,62,3.66,2025-07-01
2106,Pera,96,3.02,2025-07-02
2107,Naranja,58,1.99,2025-06-26
2108,Uvilla,29,1.17,2024-08-29
2109,Frutilla,5,8.98,2024-10-10
2110,Melón,42,1.09,2024-05-27
2111,Uvilla,83,10.38,2024-07-21
2112,Manzana,28,13.92,2025-06-03
2113,Frutilla,38,11.14,2024-09-14
2114,Naranja,100,13.92,2025-09-07
2115,Naranja,52,11.6,2026-01-14
2116,Piña,45,6.57,2024-07-18
2117,Frutilla,49,8.69,2025-06-11
2118,Banano,13,7.24,2025-12-01
2119,Frutilla,52,14.59,2024-10-01
2120,Naranja,15,1.2,2025-08-29
2121,Banano,60,7.45,2024-10-17
2122,Uvilla,79,0.58,2025-03-11
2123,Melón,80,12.83,2024-06-08
2124,Uva,68,5.98,2025-02-22
2125,Frutilla,87,2.0,2025-08-06
2126,Uvilla,47,14.29,2024-10-27
2127,Piña,17,14.17,2025-06-14
2128,Melón,45,1.39,2026-02-19
2129,Mango,13,7.19,2025-02-15
2130,Naranja,100,5.7,2025-09-04
2131,Frutilla,38,8.8,2026-03-26
2132,Manzana,84,7.87,2026-02-26
2133,Uva,87,12.32,2026-01-31
2134,Piña,14,14.24,2026-03-13
2135,Banano,43,10.76,2025-02-22
2136,Manzana,56,12.08,2025-06-23
2137,Manzana,36,8.5,2024-06-26
2138,Melón,95,14.79,2025-07-12
2139,Pera,87,13.7,2024-11-13
2140,Pera,72,10.1,2025-02-18
2141,Melón,17,1.13,2025-06-06
2142,Uva,98,7.16,2024-11-09
2143,Piña,37,4.57,2024-07-02
2144,Uva,91,3.46,2024-11-25
2145,Frutilla,76,10.9,2025-01-19
2146,Manzana,59,10.85,2024-10-04
2147,Melón,27,14.78,2026-03-13
2148,Pera,21,14.46,2024-12-17
2149,Uva,68,1.16,2024-09-28
2150,Melón,90,2.73,2024-09-29
2151,Uva,90,11.2,2026-04-04
2152,Uvilla,1,10.28,2025-12-14
2153,Naranja,21,12.26,2026-03-29
2154,Piña,63,4.07,2026-02-03
2155,Uvilla,29,9.8,2026-03-27
2156,Manzana,18,10.37,2025-02-05
2157,Uva,96,14.25,2025-11-01
2158,Mango,50,3.99,2025-07-19
2159,Mango,12,1.35,2026-04-30
2160,Manzana,18,5.71,2026-05-24
2161,Manzana,30,6.69,2025-12-29
2162,Frutilla,49,12.42,2024-08-20
2163,Uvilla,90,8.47,2024-09-10
2164,Uva,2,5.42,2025-11-02
2165,Piña,82,13.66,2025-05-27
2166,Frutilla,33,7.22,2025-03-04
2167,Pera,95,4.17,2024-07-17
2168,Mango,86,10.52,2026-04-12
2169,Manzana,97,13.71,2025-06-12
2170,Uva,98,14.35,2025-07-16
2171,Naranja,3,12.34,2025-02-18
2172,Pera,17,11.36,2026-05-23
2173,Piña,74,1.6,2025-03-15
2174,Pera,50,4.51,2024-09-18
2175,Piña,11,5.05,2025-12-06
2176,Pera,41,4.22,2025-10-01
2177,Uvilla,55,12.21,2025-01-26
2178,Manzana,99,6.65,2025-09-07
2179,Uva,12,8.62,2024-09-10
2180,Manzana,54,7.96,2026-03-12
2181,Pera,53,2.16,2025-11-15
2182,Manzana,47,11.28,2025-03-05
2183,Mango,93,11.86,2025-03-11
2184,Uva,75,4.67,2025-12-19
2185,Pera,23,10.94,2025-05-16
2186,Piña,70,1.78,2025-01-12
2187,Naranja,2,12.48,2025-05-29
2188,Piña,86,13.53,2026-01-05
2189,Pera,54,8.74,2026-05-09
2190,Frutilla,81,13.73,2025-06-30
2191,Frutilla,98,11.86,2025-07-12
2192,Frutilla,98,1.57,2026-05-27
2193,Manzana,22,1.02,2026-03-27
2194,Pera,35,7.9,2025-09-24
2195,Uva,27,14.33,2025-12-01
2196,Mango,19,0.59,2024-11-11
2197,Uvilla,87,0.95,2024-06-18
2198,Frutilla,40,0.77,2026-04-17
2199,Banano,53,13.83,2025-05-09
2200,Uvilla,10,8.17,2025-06-25
2201,Frutilla,24,11.75,2026-03-04
2202,Uvilla,87,0.71,2026-01-05
2203,Uvilla,84,12.06,2026-03-17
2204,Pera,99,12.98,2025-01-10
2205,Frutilla,98,11.07,2024-08-24
2206,Piña,82,0.73,2025-07-08
2207,Uva,38,7.04,2025-04-10
2208,Banano,79,11.37,2024-10-03
2209,Pera,88,7.5,2026-05-10
2210,Frutilla,77,3.09,2026-03-04
2211,Mango,19,3.01,2024-06-28
2212,Uvilla,97,3.22,2024-08-14
2213,Frutilla,4,4.88,2026-01-03
2214,Frutilla,46,9.65,2024-08-24
2215,Uvilla,24,5.31,2026-02-19
2216,Uvilla,41,8.93,2026-03-17
2217,Manzana,95,6.51,2026-04-28
2218,Melón,24,4.85,2024-06-04
2219,Frutilla,2,3.5,2025-08-13
2220,Mango,41,1.72,2025-05-19
2221,Uvilla,25,7.97,2025-09-09
2222,Uva,87,6.13,2025-03-26
2223,Pera,33,6.13,2025-04-01
2224,Melón,96,14.18,2025-12-28
2225,Mango,92,6.47,2025-12-22
2226,Piña,14,6.05,2024-06-01
2227,Manzana,5,13.47,2024-09-15
2228,Manzana,76,13.91,2024-06-04
2229,Banano,22,3.56,2025-01-06
2230,Pera,42,11.66,2025-01-27
2231,Uvilla,41,8.48,2024-07-21
2232,Frutilla,58,5.02,2024-06-12
2233,Frutilla,15,7.84,2026-02-13
2234,Mango,83,7.22,2024-08-03
2235,Manzana,84,7.29,2025-07-05
2236,Mango,32,8.28,2026-01-25
2237,Uva,40,12.07,2025-01-15
2238,Piña,64,6.97,2025-10-11
2239,Frutilla,37,13.84,2025-03-29
2240,Banano,87,2.33,2025-10-03
2241,Naranja,95,8.6,2025-07-22
2242,Pera,53,2.56,2026-04-07
2243,Naranja,86,1.81,2025-04-16
2244,Frutilla,64,3.43,2024-12-14
2245,Mango,47,2.37,2026-05-02
2246,Manzana,93,7.74,2025-11-16
2247,Uvilla,81,14.62,2024-09-25
2248,Piña,3,12.46,2024-05-28
2249,Manzana,48,7.16,2025-07-07
2250,Uva,76,2.86,2024-09-04
2251,Uva,55,6.89,2025-04-23
2252,Frutilla,29,12.28,2025-12-11
2253,Piña,3,8.25,2025-03-30
2254,Uva,67,10.12,2025-05-09
2255,Piña,31,7.15,2025-11-04
2256,Melón,88,6.83,2025-08-03
2257,Uvilla,86,13.91,2025-07-14
2258,Pera,29,5.91,2025-09-13
2259,Uvilla,83,9.27,2026-01-20
2260,Pera,30,12.79,2026-01-07
2261,Manzana,77,13.96,2026-04-12
2262,Frutilla,14,5.29,2026-05-17
2263,Pera,72,6.6,2025-10-28
2264,Frutilla,93,12.31,2025-10-30
2265,Melón,26,11.81,2025-08-08
2266,Uva,6,13.18,2025-04-03
2267,Banano,23,7.22,2025-03-29
2268,Uva,6,0.95,2025-10-16
2269,Mango,71,9.88,2024-11-08
2270,Naranja,89,2.83,2025-06-07
2271,Banano,25,12.28,2026-05-15
2272,Frutilla,61,9.37,2025-10-04
2273,Banano,70,14.53,2024-11-22
2274,Naranja,30,10.61,2026-04-15
2275,Manzana,16,6.65,2025-04-02
2276,Pera,96,13.77,2025-02-08
2277,Naranja,65,12.15,2026-03-28
2278,Banano,5,4.52,2025-05-15
2279,Melón,1,12.93,2024-08-21
2280,Melón,6,11.49,2024-07-21
2281,Uva,97,3.4,2024-12-03
2282,Mango,10,8.34,2026-03-13
2283,Melón,57,1.44,2024-07-03
2284,Piña,2,11.32,2025-11-08
2285,Frutilla,86,4.75,2026-01-08
2286,Uvilla,73,9.22,2026-02-17
2287,Mango,100,1.09,2024-08-21
2288,Uvilla,90,13.89,2025-09-11
2289,Piña,77,8.69,2025-03-28
2290,Melón,77,12.42,2026-05-12
2291,Melón,38,8.94,2025-05-29
2292,Mango,37,3.86,2024-09-24
2293,Mango,81,11.62,2024-12-17
2294,Uvilla,28,5.86,2025-04-10
2295,Mango,26,6.36,2024-08-31
2296,Frutilla,98,14.58,2024-08-08
2297,Frutilla,29,14.94,2025-05-20
2298,Pera,42,2.29,2024-10-01
2299,Piña,67,3.38,2025-09-24
2300,Banano,88,3.97,2025-02-03
2301,Melón,57,6.77,2024-10-30
2302,Naranja,69,13.68,2024-09-14
2303,Frutilla,61,11.83,2026-04-09
2304,Manzana,61,6.13,2026-02-07
2305,Uva,35,3.94,2024-11-04
2306,Uva,4,4.01,2024-08-16
2307,Naranja,65,4.31,2025-09-08
2308,Melón,37,8.65,2025-11-12
2309,Banano,7,10.6,2024-08-12
2310,Melón,59,12.13,2024-06-13
2311,Pera,6,10.43,2025-06-12
2312,Uvilla,100,3.18,2025-11-30
2313,Uva,22,8.49,2024-10-02
2314,Banano,89,3.07,2024-10-18
2315,Uvilla,44,4.59,2026-01-19
2316,Uva,66,13.58,2025-03-06
2317,Pera,8,8.08,2025-08-20
2318,Naranja,57,9.86,2025-12-04
2319,Melón,31,1.76,2024-11-02
2320,Uva,83,10.5,2024-09-06
2321,Manzana,59,1.44,2025-12-28
2322,Uvilla,86,0.74,2024-11-10
2323,Melón,2,9.76,2024-08-19
2324,Mango,28,7.58,2026-01-27
2325,Melón,98,1.93,2024-11-15
2326,Frutilla,9,13.1,2024-09-26
2327,Melón,31,7.4,2025-08-09
2328,Banano,20,10.24,2024-09-24
2329,Uvilla,44,0.97,2025-02-05
2330,Naranja,32,12.67,2025-04-30
2331,Uva,3,8.13,2024-08-02
2332,Uva,35,4.54,2026-04-29
2333,Manzana,24,13.31,2025-03-23
2334,Manzana,14,9.83,2026-02-19
2335,Mango,84,2.01,2025-06-12
2336,Frutilla,10,13.4,2024-12-13
2337,Pera,93,9.06,2024-07-20
2338,Pera,1,10.15,2026-01-18
2339,Banano,1,6.94,2026-05-10
2340,Manzana,32,9.44,2025-08-05
2341,Melón,49,9.48,2025-04-25
2342,Uva,13,8.02,2025-08-09
2343,Uvilla,40,8.3,2025-04-22
2344,Manzana,53,3.64,2025-04-20
2345,Frutilla,80,5.79,2024-11-23
2346,Uvilla,98,14.0,2024-06-10
2347,Mango,58,2.65,2026-03-17
2348,Banano,61,14.48,2025-10-21
2349,Pera,70,6.98,2025-07-07
2350,Naranja,70,0.81,2024-07-26
2351,Naranja,77,1.72,2024-11-13
2352,Mango,69,9.65,2024-06-29
2353,Naranja,96,14.22,2025-02-04
2354,Uvilla,21,6.48,2024-06-19
2355,Mango,46,10.32,2025-06-08
2356,Uvilla,62,8.64,2024-10-20
2357,Banano,75,1.45,2025-08-29
2358,Uvilla,93,1.41,2024-06-08
2359,Uvilla,67,8.57,2025-11-27
2360,Mango,82,3.65,2025-04-02
2361,Pera,84,8.27,2025-05-26
2362,Melón,33,4.11,2024-11-01
2363,Naranja,94,11.55,2025-09-11
2364,Naranja,11,10.7,2025-04-17
2365,Naranja,2,5.3,2025-06-16
2366,Manzana,35,14.96,2026-03-31
2367,Frutilla,67,10.9,2025-07-05
2368,Pera,99,1.06,2025-03-05
2369,Melón,90,4.5,2025-03-07
2370,Banano,21,5.59,2025-02-07
2371,Uvilla,23,3.43,2024-09-14
2372,Banano,58,5.8,2025-11-03
2373,Uva,29,12.8,2026-04-26
2374,Frutilla,86,4.34,2025-05-17
2375,Uva,6,6.72,2025-06-03
2376,Manzana,33,10.68,2026-05-18
2377,Uva,35,7.8,2025-04-28
2378,Pera,54,0.8,2024-10-17
2379,Naranja,24,11.07,2024-06-02
2380,Uvilla,43,7.3,2025-10-23
2381,Uva,16,7.12,2025-11-14
2382,Naranja,32,13.28,2025-05-13
2383,Pera,90,12.55,2025-12-24
2384,Manzana,38,12.91,2025-01-08
2385,Frutilla,49,9.08,2024-07-22
2386,Melón,19,6.7,2025-01-22
2387,Melón,37,8.95,2025-07-30
2388,Piña,62,7.21,2024-11-25
2389,Mango,39,7.77,2024-12-10
2390,Naranja,76,4.36,2024-07-17
2391,Uvilla,37,4.3,2024-08-10
2392,Melón,85,1.94,2024-12-08
2393,Uvilla,76,7.29,2025-11-20
2394,Uvilla,61,10.09,2025-04-17
2395,Banano,15,4.26,2025-08-10
2396,Piña,70,2.72,2025-05-22
2397,Piña,67,5.74,2025-06-26
2398,Banano,82,10.33,2026-01-18
2399,Uva,12,10.95,2025-03-10
2400,Piña,94,12.33,2024-08-05
2401,Melón,59,5.77,2025-07-10
2402,Naranja,70,9.86,2024-12-22
2403,Frutilla,95,14.86,2026-03-29
2404,Pera,50,11.23,2025-12-28
2405,Uva,52,9.5,2025-11-15
2406,Manzana,3,13.53,2026-03-06
2407,Melón,97,5.14,2024-10-01
2408,Uva,92,4.12,2025-02-07
2409,Pera,24,10.63,2025-06-01
2410,Mango,39,1.87,2026-05-13
2411,Uvilla,20,8.37,2026-03-27
2412,Piña,87,13.83,2026-03-26
2413,Naranja,70,14.92,2024-06-24
2414,Uva,19,4.47,2024-06-01
2415,Naranja,28,7.02,2025-11-16
2416,Frutilla,85,13.96,2026-01-25
2417,Pera,2,8.02,2026-01-06
2418,Frutilla,43,3.4,2026-05-04
2419,Banano,11,12.46,2025-09-20
2420,Pera,83,8.31,2025-09-03
2421,Pera,13,5.5,2025-06-14
2422,Uvilla,46,8.15,2025-11-30
2423,Naranja,96,12.07,2024-06-16
2424,Pera,1,5.53,2026-03-23
2425,Mango,47,6.9,2026-04-12
2426,Piña,85,1.85,2024-12-05
2427,Mango,21,10.62,2024-09-27
2428,Pera,93,10.0,2025-02-20
2429,Piña,57,12.32,2026-04-28
2430,Mango,64,2.44,2025-11-04
2431,Uva,41,5.12,2024-10-01
2432,Piña,91,1.99,2025-06-01
2433,Mango,14,6.0,2025-10-16
2434,Pera,48,10.21,2025-12-12
2435,Melón,87,8.56,2026-01-15
2436,Pera,65,9.91,2025-02-15
2437,Uvilla,45,13.37,2026-01-01
2438,Melón,77,11.03,2024-09-13
2439,Mango,94,14.01,2026-01-16
2440,Naranja,48,8.51,2026-03-21
2441,Naranja,34,8.81,2025-01-17
2442,Pera,95,3.26,2025-08-18
2443,Uvilla,88,14.05,2025-11-29
2444,Naranja,67,0.9,2025-01-13
2445,Pera,18,9.24,2025-07-23
2446,Frutilla,62,10.28,2024-06-19
2447,Manzana,93,3.29,2025-06-09
2448,Pera,80,8.39,2025-01-03
2449,Manzana,89,5.65,2025-02-11
2450,Melón,66,10.77,2024-11-16
2451,Piña,80,4.02,2025-01-30
2452,Piña,39,12.17,2025-09-29
2453,Uva,93,7.87,2026-05-02
2454,Melón,16,3.51,2024-11-11
2455,Frutilla,9,1.95,2025-06-06
2456,Uvilla,18,7.92,2025-04-30
2457,Melón,57,11.85,2025-07-25
2458,Naranja,46,0.56,2026-02-18
2459,Uva,12,8.55,2026-03-20
2460,Piña,94,13.16,2026-01-22
2461,Pera,14,1.82,2025-08-16
2462,Uvilla,99,11.65,2026-04-17
2463,Frutilla,97,2.78,2025-12-21
2464,Frutilla,25,3.14,2025-02-13
2465,Frutilla,51,2.59,2025-02-01
2466,Manzana,37,2.68,2024-10-04
2467,Mango,9,12.7,2026-02-22
2468,Mango,19,11.01,2024-07-24
2469,Banano,8,7.25,2024-06-23
2470,Banano,12,1.0,2025-04-02
2471,Naranja,46,6.89,2025-12-15
2472,Melón,6,6.52,2024-07-20
2473,Piña,77,7.14,2025-11-03
2474,Uvilla,82,4.82,2025-07-06
2475,Mango,98,2.66,2025-02-06
2476,Naranja,31,14.3,2025-07-12
2477,Manzana,70,8.62,2025-02-13
2478,Uvilla,3,3.15,2026-02-01
2479,Manzana,16,1.47,2025-03-06
2480,Uva,88,2.57,2025-03-29
2481,Uva,84,3.48,2025-12-22
2482,Uva,18,12.72,2026-04-23
2483,Uva,87,0.66,2026-01-27
2484,Melón,86,14.73,2025-02-19
2485,Naranja,98,6.36,2024-08-23
2486,Pera,91,10.71,2024-08-10
2487,Uvilla,79,6.8,2025-02-27
2488,Banano,3,5.96,2024-07-08
2489,Banano,9,8.74,2026-01-15
2490,Mango,17,14.14,2025-01-25
2491,Uva,90,4.43,2025-09-01
2492,Uvilla,31,3.39,2025-07-08
2493,Frutilla,90,5.61,2025-11-09
2494,Piña,6,5.12,2025-10-18
2495,Mango,47,5.56,2024-11-30
2496,Frutilla,90,14.03,2025-10-30
2497,Mango,21,11.66,2025-03-01
2498,Uvilla,38,5.04,2026-01-27
2499,Naranja,44,7.99,2025-07-17
2500,Manzana,73,6.52,2025-11-21
2501,Banano,60,6.69,2025-08-24
2502,Uvilla,35,1.88,2025-07-12
2503,Naranja,92,11.36,2025-05-06
2504,Uvilla,61,1.86,2025-09-18
2505,Piña,52,4.89,2026-05-23
2506,Frutilla,80,5.32,2026-03-31
2507,Frutilla,61,8.52,2025-10-03
2508,Melón,88,6.37,2025-11-17
2509,Melón,58,7.5,2026-01-28
2510,Manzana,88,5.95,2025-04-07
2511,Melón,75,14.62,2026-05-20
2512,Uva,39,10.38,2026-03-07
2513,Frutilla,50,8.3,2026-04-16
2514,Banano,34,6.05,2026-04-22
2515,Pera,2,9.34,2024-06-07
2516,Naranja,32,5.47,2025-12-31
2517,Piña,75,1.37,2024-12-12
2518,Pera,88,1.77,2024-10-22
2519,Pera,32,2.53,2026-04-23
2520,Banano,73,5.0,2025-01-23
2521,Piña,44,10.85,2026-04-14
2522,Frutilla,83,11.39,2024-06-28
2523,Pera,12,8.13,2024-08-06
2524,Piña,11,9.91,2025-09-13
2525,Uva,46,3.27,2024-12-20
2526,Melón,34,7.51,2024-12-22
2527,Manzana,40,13.57,2025-10-26
2528,Manzana,8,9.9,2024-11-17
2529,Banano,68,4.74,2026-04-13
2530,Uvilla,18,5.11,2024-10-12
2531,Pera,65,6.6,2024-05-30
2532,Frutilla,85,10.48,2025-09-01
2533,Frutilla,34,6.64,2025-05-18
2534,Melón,8,14.48,2025-03-03
2535,Frutilla,13,0.94,2025-01-27
2536,Pera,1,13.23,2025-06-09
2537,Banano,80,7.38,2025-09-10
2538,Mango,13,11.64,2025-06-19
2539,Uvilla,100,5.89,2025-11-08
2540,Manzana,65,8.3,2025-06-02
2541,Pera,58,7.44,2024-06-28
2542,Frutilla,3,5.61,2024-11-17
2543,Piña,42,2.97,2025-07-12
2544,Frutilla,62,10.78,2024-12-21
2545,Banano,58,0.7,2025-11-03
2546,Melón,44,9.98,2024-06-23
2547,Banano,93,5.79,2025-07-27
2548,Pera,19,14.16,2025-09-12
2549,Mango,2,5.53,2026-01-30
2550,Manzana,1,6.84,2024-08-05
2551,Pera,99,12.58,2025-12-22
2552,Banano,25,13.05,2024-06-05
2553,Naranja,59,6.7,2025-07-31
2554,Uva,38,2.95,2025-09-29
2555,Banano,15,13.05,2024-09-01
2556,Melón,88,5.59,2025-03-17
2557,Piña,76,3.41,2026-01-10
2558,Banano,99,8.15,2025-06-12
2559,Naranja,46,13.23,2026-01-11
2560,Uva,34,8.54,2026-04-29
2561,Banano,59,13.7,2026-04-07
2562,Manzana,33,3.5,2025-03-02
2563,Mango,74,12.46,2024-10-28
2564,Frutilla,59,11.09,2025-04-19
2565,Banano,9,4.06,2025-01-03
2566,Naranja,58,1.68,2024-12-20
2567,Pera,42,13.47,2024-09-16
2568,Manzana,90,0.67,2025-04-18
2569,Piña,100,1.44,2025-04-30
2570,Uvilla,31,6.69,2026-03-11
2571,Frutilla,72,5.57,2026-01-07
2572,Uvilla,78,8.95,2024-06-27
2573,Pera,14,4.81,2025-11-24
2574,Uvilla,5,12.96,2024-10-06
2575,Melón,17,2.36,2026-05-18
2576,Pera,71,9.97,2025-02-19
2577,Pera,46,1.37,2025-07-28
2578,Banano,86,0.61,2026-01-09
2579,Banano,19,5.64,2024-10-09
2580,Mango,13,9.99,2025-12-23
2581,Pera,13,14.77,2025-03-18
2582,Melón,67,6.65,2024-08-02
2583,Mango,21,2.56,2025-06-24
2584,Mango,76,12.69,2024-12-26
2585,Melón,73,4.29,2025-12-16
2586,Frutilla,39,2.73,2024-08-11
2587,Frutilla,85,9.5,2024-12-10
2588,Manzana,14,14.49,2025-05-12
2589,Banano,82,9.89,2025-10-09
2590,Piña,9,4.54,2025-05-02
2591,Pera,84,8.56,2025-10-21
2592,Melón,80,8.61,2025-02-05
2593,Pera,30,0.63,2025-05-19
2594,Frutilla,50,4.09,2026-02-15
2595,Uva,47,13.65,2025-12-04
2596,Banano,34,10.36,2026-05-27
2597,Frutilla,45,2.56,2025-12-22
2598,Mango,61,8.72,2025-09-05
2599,Manzana,71,8.0,2024-10-23
2600,Manzana,68,10.17,2025-09-19
2601,Manzana,40,3.55,2024-07-21
2602,Uva,39,0.74,2025-03-07
2603,Pera,21,11.42,2025-05-01
2604,Frutilla,37,0.76,2025-01-11
2605,Pera,56,1.03,2026-01-28
2606,Melón,63,11.71,2024-07-08
2607,Frutilla,30,12.53,2026-03-29
2608,Pera,78,8.45,2026-02-05
2609,Frutilla,58,1.49,2026-01-17
2610,Uva,12,2.0,2024-06-05
2611,Mango,7,9.61,2024-12-26
2612,Naranja,68,13.72,2025-10-13
2613,Frutilla,68,11.74,2026-03-07
2614,Naranja,69,7.74,2025-05-28
2615,Naranja,19,6.58,2025-02-28
2616,Uva,15,4.9,2025-01-22
2617,Frutilla,56,4.47,2025-07-26
2618,Pera,57,8.27,2025-11-26
2619,Melón,86,10.11,2024-11-20
2620,Banano,68,2.85,2024-10-24
2621,Frutilla,64,13.3,2024-10-04
2622,Banano,11,13.52,2026-05-14
2623,Uva,86,5.49,2025-03-11
2624,Manzana,61,3.09,2026-05-19
2625,Frutilla,94,12.68,2025-02-10
2626,Uva,54,11.4,2024-07-14
2627,Pera,72,7.05,2025-07-14
2628,Uva,78,11.72,2024-07-11
2629,Uva,85,9.21,2024-09-13
2630,Manzana,40,9.19,2025-04-21
2631,Piña,17,7.02,2025-10-13
2632,Frutilla,71,5.27,2025-08-17
2633,Pera,90,1.44,2025-08-28
2634,Uva,89,6.99,2024-11-09
2635,Manzana,54,2.58,2026-04-21
2636,Uva,76,1.9,2025-05-19
2637,Uvilla,23,13.16,2025-12-30
2638,Piña,29,11.66,2025-02-27
2639,Melón,58,4.9,2024-11-24
2640,Frutilla,56,12.76,2026-01-27
2641,Mango,19,5.7,2025-11-10
2642,Banano,37,7.09,2024-10-21
2643,Banano,37,6.41,2024-09-17
2644,Melón,45,9.74,2025-11-06
2645,Melón,52,7.72,2026-01-03
2646,Mango,27,12.96,2025-01-31
2647,Frutilla,6,4.01,2024-10-12
2648,Frutilla,84,6.4,2025-04-08
2649,Mango,88,3.62,2024-12-28
2650,Melón,1,3.38,2025-04-02
2651,Pera,75,5.46,2026-03-19
2652,Pera,40,5.47,2025-08-22
2653,Uvilla,48,9.11,2025-03-22
2654,Manzana,61,1.81,2025-01-01
2655,Naranja,10,15.0,2025-02-26
2656,Banano,14,14.83,2025-12-05
2657,Melón,7,0.78,2026-03-05
2658,Manzana,85,3.85,2025-05-16
2659,Melón,14,11.23,2025-03-04
2660,Manzana,91,14.51,2025-12-10
2661,Manzana,5,7.7,2025-03-06
2662,Manzana,79,7.58,2024-06-28
2663,Manzana,72,6.91,2025-02-27
2664,Frutilla,80,9.27,2025-10-26
2665,Mango,53,1.74,2024-11-16
2666,Mango,72,8.85,2025-01-02
2667,Mango,49,8.29,2025-05-26
2668,Naranja,79,2.26,2024-11-05
2669,Piña,90,9.89,2024-07-18
2670,Manzana,29,4.8,2026-01-02
2671,Melón,28,14.47,2025-02-07
2672,Frutilla,83,7.4,2025-02-23
2673,Mango,38,9.62,2025-11-22
2674,Uvilla,73,13.56,2024-08-26
2675,Piña,19,4.76,2025-08-09
2676,Mango,34,2.01,2024-11-06
2677,Banano,45,4.17,2024-09-17
2678,Mango,5,10.53,2024-07-04
2679,Piña,27,8.1,2026-04-26
2680,Manzana,61,5.85,2025-05-28
2681,Banano,95,5.96,2024-09-05
2682,Banano,74,3.47,2024-10-29
2683,Uvilla,55,0.61,2026-05-20
2684,Manzana,99,5.28,2024-07-17
2685,Banano,68,1.69,2026-04-01
2686,Uvilla,88,5.12,2025-04-20
2687,Piña,15,11.63,2025-06-24
2688,Frutilla,39,7.9,2025-04-26
2689,Pera,13,6.88,2025-09-11
2690,Manzana,75,9.26,2025-01-28
2691,Piña,42,12.22,2025-01-11
2692,Uva,27,7.8,2025-12-06
2693,Manzana,47,13.51,2025-12-29
2694,Banano,98,14.48,2026-02-17
2695,Uva,88,9.94,2024-10-01
2696,Pera,81,7.62,2025-06-30
2697,Naranja,61,10.73,2026-01-11
2698,Piña,10,6.97,2026-02-25
2699,Naranja,85,12.03,2024-09-28
2700,Uva,27,3.75,2026-03-25
2701,Piña,82,2.05,2025-07-19
2702,Piña,80,1.15,2025-03-18
2703,Piña,61,1.33,2025-01-07
2704,Pera,49,11.07,2025-04-11
2705,Naranja,12,0.8,2026-03-27
2706,Piña,66,7.48,2025-07-11
2707,Banano,4,10.84,2025-10-07
2708,Melón,45,6.09,2025-12-23
2709,Pera,21,13.47,2026-01-12
2710,Uvilla,34,0.67,2024-06-13
2711,Uvilla,5,2.06,2025-01-13
2712,Frutilla,19,10.91,2025-06-22
2713,Melón,41,13.4,2025-08-17
2714,Banano,63,11.78,2026-05-01
2715,Piña,45,5.62,2026-04-12
2716,Melón,69,8.48,2026-04-26
2717,Piña,33,12.69,2025-09-25
2718,Manzana,24,6.14,2024-11-22
2719,Uva,24,11.97,2025-05-16
2720,Pera,66,5.76,2025-09-03
2721,Piña,78,3.79,2024-11-06
2722,Naranja,48,1.74,2026-05-04
2723,Pera,29,5.03,2025-09-13
2724,Pera,40,11.71,2024-12-21
2725,Banano,43,13.76,2025-04-29
2726,Naranja,95,10.87,2026-04-07
2727,Pera,59,6.26,2024-10-19
2728,Frutilla,100,13.76,2026-01-05
2729,Pera,2,2.15,2025-06-09
2730,Melón,76,0.94,2024-10-31
2731,Melón,55,8.22,2026-05-01
2732,Uvilla,41,14.47,2026-01-22
2733,Uvilla,14,10.74,2025-11-07
2734,Uva,53,10.85,2026-02-15
2735,Mango,77,11.73,2024-08-30
2736,Melón,36,8.91,2024-09-14
2737,Uvilla,100,3.59,2024-07-15
2738,Frutilla,39,7.78,2025-04-05
2739,Naranja,34,13.38,2025-07-31
2740,Pera,100,8.29,2024-10-28
2741,Uvilla,30,2.94,2026-05-18
2742,Banano,84,13.2,2026-01-08
2743,Melón,40,7.02,2024-06-28
2744,Mango,22,9.41,2025-08-16
2745,Manzana,100,10.62,2024-06-24
2746,Banano,28,8.56,2024-09-04
2747,Manzana,19,12.41,2025-03-16
2748,Naranja,62,4.15,2024-08-27
2749,Banano,68,13.25,2024-12-22
2750,Piña,83,10.62,2024-09-15
2751,Frutilla,59,2.69,2024-12-18
2752,Manzana,28,4.63,2024-09-20
2753,Naranja,73,9.75,2024-12-27
2754,Melón,56,9.31,2025-04-27
2755,Naranja,41,1.2,2025-10-03
2756,Banano,18,9.48,2025-08-04
2757,Naranja,50,3.24,2025-03-23
